,name,company,year,Price,kms_driven,fuel_type
412,BMW 5 Series,BMW,2015,2450000,54000,Diesel
413,Mahindra XUV500 W8,Mahindra,2015,1025000,82000,Diesel
414,Hyundai Verna 1.6,Hyundai,2011,465000,117000,Petrol
415,Mahindra Scorpio S10,Mahindra,2015,1125000,111000,Diesel
416,Maruti Swift Dzire,Maruti,2018,795000,108000,Diesel
417,Maruti Omni 8,Maruti,2017,330000,4000,Petrol
418,Toyota Innova 2.5,Toyota,2011,685000,290000,Diesel
419,Ford Endeavour 3.2,Ford,2019,3590000,35000,Diesel
420,MG Hector Sharp,MG,2020,1795000,13000,Petrol
421,Ford Freestyle Titanium,Ford,2018,490000,60000,Petrol
422,Ford Ecosport 1.5,Ford,2018,975000,90000,Diesel
423,Mercedes-Benz GLA Class,Mercedes-Benz,2019,3375000,16975,Diesel
424,Hyundai Grand i10,Hyundai,2018,575000,11000,Petrol
425,Skoda Rapid 1.5,Skoda,2018,985000,59000,Diesel
426,Maruti Wagon R,Maruti,2008,225000,46000,Lpg
427,Maruti Alto LXi,Maruti,2004,135000,80000,Petrol
428,Hyundai i20 Petrol,Hyundai,2019,750000,25000,Petrol
429,Hyundai i20 1.2,Hyundai,2018,725000,54801,Petrol
430,Honda Accord V6,Honda,2005,200000,75000,Petrol
431,Maruti Vitara Brezza,Maruti,2017,865000,130000,Diesel
432,Hyundai Accent Executive,Hyundai,2013,310000,71000,Petrol
433,Honda CR-V AT,Honda,2010,1000000,70000,Petrol
434,Hyundai Venue SX,Hyundai,2019,1044999,14115,Petrol
435,Honda Amaze VX,Honda,2019,750000,30000,Petrol
436,BMW X3 xDrive20d,BMW,2017,3995000,63170,Diesel
437,Toyota Corolla Executive,Toyota,2006,295000,80000,Petrol
438,Mercedes-Benz CLA 200,Mercedes-Benz,2018,3295000,47253,Diesel
439,Mahindra Xylo E4,Mahindra,2009,295000,56117,Diesel
440,Mercedes-Benz CLA 200,Mercedes-Benz,2018,3395000,14324,Diesel
441,Mercedes-Benz C-Class C,Mercedes-Benz,2018,3445000,27600,Petrol
442,Skoda Octavia 1.8,Skoda,2018,1948999,38391,Petrol
443,Audi A4 35,Audi,2018,3245000,49000,Diesel
444,Ford Ecosport 1.5,Ford,2017,775000,45000,Diesel
445,Chevrolet Cruze LTZ,Chevrolet,2014,695000,68000,Diesel
446,Maruti Baleno 1.3,Maruti,2018,825000,67000,Diesel
447,Hyundai i20 1.2,Hyundai,2018,775000,80000,Petrol
448,Volkswagen Polo 1.2,Volkswagen,2016,675000,62000,Petrol
449,Tata New Safari,Tata,2009,250000,50000,Diesel
450,Mahindra XUV500 W8,Mahindra,2012,695000,100000,Diesel
451,Honda City GXi,Honda,2006,275000,75000,Petrol
452,Mahindra XUV500 W6,Mahindra,2014,650000,120000,Diesel
453,Mercedes-Benz B Class,Mercedes-Benz,2016,1745000,37000,Diesel
454,Audi Q3 35,Audi,2018,3100000,64000,Diesel
455,Toyota Etios Cross,Toyota,2015,695000,79000,Diesel
456,Ford Fiesta 1.4,Ford,2007,180000,80000,Petrol
457,Maruti Celerio VXI,Maruti,2014,475000,14000,Petrol
458,Maruti Celerio ZXI,Maruti,2018,525000,28217,Petrol
459,Maruti Wagon R,Maruti,2003,140000,90000,Petrol
460,Honda City 1.5,Honda,2005,185000,120000,Petrol
461,Volkswagen Vento 1.0,Volkswagen,2021,1044999,26000,Petrol
462,Mercedes-Benz GL-Class 350,Mercedes-Benz,2013,3000000,100000,Diesel
463,Hyundai Santro Sportz,Hyundai,2019,500000,50000,Petrol
464,Renault Duster 85PS,Renault,2019,875000,70000,Diesel
465,Honda Amaze E,Honda,2016,362000,80000,Petrol
466,Ford Figo Petrol,Ford,2010,180000,157000,Petrol
467,Mahindra Thar LX,Mahindra,2021,1745000,15550,Diesel
468,Maruti Ertiga SHVS,Maruti,2017,800000,80000,Diesel
469,Mahindra XUV500 AT,Mahindra,2017,1395000,59432,Diesel
470,Skoda Rapid 1.6,Skoda,2020,1044999,53047,Petrol
471,Volkswagen Vento 1.6,Volkswagen,2016,775000,46464,Petrol
472,Maruti Zen Estilo,Maruti,2007,120000,70000,Petrol
473,Renault Duster 85PS,Renault,2019,1075000,23000,Diesel
474,Kia Carnival Limousine,Kia,2020,3450000,30000,Diesel
475,Mercedes-Benz GLC 220d,Mercedes-Benz,2018,4875000,22000,Diesel
476,Force Gurkha Xplorer,Force,2018,919999,35000,Diesel
477,Hyundai Creta 1.6,Hyundai,2016,1050000,80000,Diesel
478,Honda Civic 1.8,Honda,2006,200000,100000,Petrol
479,Premier Rio Petrol,Premier,2014,350000,95000,Petrol
480,Mahindra Jeep CL,Mahindra,1995,260000,100000,Diesel
481,Chevrolet Beat LS,Chevrolet,2012,180000,50000,Petrol
482,Maruti Ritz VXI,Maruti,2015,525000,64000,Petrol
483,Ford Ecosport 1.5,Ford,2020,1085000,15509,Petrol
484,Ford Ecosport 1.5,Ford,2018,965000,43203,Diesel
485,Hyundai i10 Era,Hyundai,2007,266000,80000,Petrol
486,Hyundai Creta SX,Hyundai,2020,1795000,50000,Diesel
487,Maruti Celerio ZXI,Maruti,2017,459999,40000,Petrol
488,Skoda Rapid 1.5,Skoda,2020,994999,111000,Diesel
489,Maruti Esteem Vxi,Maruti,2006,120000,73000,Petrol
490,Toyota Fortuner 4x2,Toyota,2014,1675000,220000,Diesel
491,Hyundai Grand i10,Hyundai,2017,535000,11717,Petrol
492,Mercedes-Benz GLE 250d,Mercedes-Benz,2019,5650000,46000,Diesel
493,Hyundai Grand i10,Hyundai,2021,648000,15000,Petrol
494,Maruti Ertiga ZDI,Maruti,2013,595000,110000,Diesel
495,Mahindra XUV500 AT,Mahindra,2016,1425000,66968,Diesel
496,Maruti Swift Dzire,Maruti,2015,500000,120000,Diesel
497,Mahindra Bolero ZLX,Mahindra,2018,735000,70000,Diesel
498,Maruti Swift Dzire,Maruti,2017,755000,47000,Petrol
499,Maruti Swift ZXI,Maruti,2006,250000,110000,Petrol
500,Volkswagen Polo Diesel,Volkswagen,2012,495000,81000,Diesel
501,Honda City CVT,Honda,2005,225000,70000,Petrol
502,Hyundai Creta SX,Hyundai,2021,1595000,12662,Petrol
503,Hyundai Creta 1.6,Hyundai,2018,1025000,14000,Petrol
504,Hyundai Verna 1.6,Hyundai,2014,575000,56000,Petrol
505,Maruti Vitara Brezza,Maruti,2019,996000,54000,Diesel
506,Hyundai i20 Magna,Hyundai,2020,775000,63000,Petrol
507,Hyundai Elantra SX,Hyundai,2013,520000,40000,Petrol
508,Maruti Zen Estilo,Maruti,2008,210000,60000,Petrol
509,Ford Ecosport 1.5,Ford,2013,600000,80000,Diesel
510,Maruti Ertiga SHVS,Maruti,2016,650000,120000,Diesel
511,Toyota Urban cruiser,Toyota,2022,585000,15000,Petrol
512,Maruti Swift Dzire,Maruti,2009,292000,295000,Petrol
513,Maruti Baleno 1.3,Maruti,2017,650000,60000,Diesel
514,Renault Scala RxZ,Renault,2014,425000,50000,Petrol
515,Honda Brio VX,Honda,2014,445000,55000,Petrol
516,Ford Ecosport 1.5,Ford,2014,675000,77000,Petrol
517,Hyundai i20 Sportz,Hyundai,2015,533000,33389,Petrol
518,Hyundai Verna 1.4,Hyundai,2014,536000,17526,Petrol
519,Hyundai Grand i10,Hyundai,2018,564000,15757,Petrol
520,Hyundai i10 Sportz,Hyundai,2012,278000,8183,Petrol
521,Maruti Baleno 1.2,Maruti,2017,583000,32590,Petrol
522,Honda City i,Honda,2016,699000,45423,Petrol
523,Hyundai Creta 1.6,Hyundai,2016,900000,52481,Petrol
524,Maruti Ignis 1.2,Maruti,2017,453000,22915,Petrol
525,Maruti Swift Dzire,Maruti,2017,601000,72123,Petrol
526,Hyundai i20 1.2,Hyundai,2017,575000,37965,Petrol
527,Hyundai Grand i10,Hyundai,2018,530000,27651,Petrol
528,Honda Jazz 1.2,Honda,2016,495000,92771,Petrol
529,Hyundai Verna VTVT,Hyundai,2018,1027999,51956,Petrol
530,Mahindra KUV 100,Mahindra,2017,399000,34048,Petrol
531,BMW 7 Series,BMW,2017,6350000,47000,Diesel
532,Audi Q3 2.0,Audi,2014,1400000,60000,Diesel
533,Mercedes-Benz GLC 220d,Mercedes-Benz,2019,4775000,43000,Diesel
534,Hyundai Creta 1.6,Hyundai,2017,811000,58596,Petrol
535,Audi Q7 45,Audi,2017,4850000,70000,Diesel
536,Maruti Ciaz ZDi,Maruti,2016,675000,69000,Diesel
537,Hyundai i10 Magna,Hyundai,2011,227999,50152,Petrol
538,Renault Duster 85PS,Renault,2014,513999,62164,Diesel
539,Hyundai Creta 1.6,Hyundai,2017,819999,49929,Petrol
540,Maruti Ignis 1.2,Maruti,2017,491000,60393,Petrol
541,Skoda Rapid 1.6,Skoda,2016,588000,46281,Petrol
542,Honda Jazz 1.2,Honda,2017,553000,53201,Petrol
543,Toyota Corolla Altis,Toyota,2015,710000,80056,Petrol
544,Hyundai Grand i10,Hyundai,2013,320000,76175,Petrol
545,Honda City i,Honda,2015,601000,51493,Petrol
546,Maruti Swift Dzire,Maruti,2015,532000,63141,Petrol
547,Maruti Baleno 1.3,Maruti,2017,651000,37057,Diesel
548,Toyota Corolla Altis,Toyota,2015,852000,60865,Petrol
549,Mahindra XUV500 W7,Mahindra,2018,1110000,45407,Diesel
550,Mahindra XUV500 W5,Mahindra,2019,1183000,52652,Diesel
551,Mahindra XUV300 W8,Mahindra,2019,1060000,42923,Diesel
552,Hyundai Creta 1.6,Hyundai,2017,919999,56052,Petrol
553,Hyundai i20 Active,Hyundai,2017,651000,42923,Diesel
554,Hyundai Verna VTVT,Hyundai,2018,844000,32733,Petrol
555,Hyundai Santro Xing,Hyundai,2013,211000,62207,Petrol
556,Hyundai i20 1.2,Hyundai,2017,603000,48352,Petrol
557,Honda Jazz 1.2,Honda,2016,600000,57080,Petrol
558,Maruti Ciaz ZXi,Maruti,2016,630000,43168,Petrol
559,Maruti SX4 S,Maruti,2017,823000,69517,Diesel
560,Maruti Baleno 1.2,Maruti,2016,618000,54166,Petrol
561,Ford Figo Diesel,Ford,2014,285000,67000,Diesel
562,Maruti Swift Dzire,Maruti,2012,425000,21000,Petrol
563,Maruti Wagon R,Maruti,2014,390000,67200,Cng
564,Maruti Ciaz ZDi,Maruti,2016,675000,69000,Diesel
565,Maruti Wagon R,Maruti,2015,425000,46000,Petrol
566,Mercedes-Benz CLA 200,Mercedes-Benz,2016,2089999,42000,Petrol
567,Maruti Wagon R,Maruti,2019,490000,59000,Cng
568,Audi A6 35,Audi,2015,2411000,50000,Diesel
569,Mahindra XUV500 W8,Mahindra,2012,490000,115000,Diesel
570,Honda Civic 1.8,Honda,2010,395000,68000,Petrol
571,BMW 3 Series,BMW,2012,770000,29000,Petrol
572,Honda Jazz V,Honda,2016,575000,68000,Petrol
573,Honda Jazz 1.2,Honda,2016,545000,43000,Petrol
574,Audi Q3 35,Audi,2019,3000000,23000,Diesel
575,Hyundai Accent Executive,Hyundai,2009,185000,68000,Petrol
576,Hyundai Grand i10,Hyundai,2016,540000,31000,Petrol
577,Honda City 1.5,Honda,2011,325000,60000,Petrol
578,Nissan Sunny XL,Nissan,2013,360000,59000,Petrol
579,Chevrolet Beat LT,Chevrolet,2014,245000,61000,Petrol
580,Mercedes-Benz E-Class E,Mercedes-Benz,2013,1500000,52000,Petrol
581,Maruti Swift Dzire,Maruti,2016,585000,41000,Petrol
582,Hyundai i20 Asta,Hyundai,2014,495000,40008,Petrol
583,Hyundai Creta 1.6,Hyundai,2019,1225000,38170,Petrol
584,Maruti Ciaz ZDi,Maruti,2016,725000,47000,Diesel
585,Maruti SX4 S,Maruti,2018,975000,42332,Diesel
586,Nissan Sunny XE,Nissan,2012,285000,34000,Petrol
587,Maruti Swift VVT,Maruti,2017,550000,13000,Petrol
588,Maruti Ciaz Alpha,Maruti,2021,1125000,10000,Petrol
589,Hyundai i20 1.2,Hyundai,2012,399000,37000,Petrol
590,Hyundai Creta 1.6,Hyundai,2017,1000000,39000,Petrol
591,Hyundai Creta 1.6,Hyundai,2016,994999,129000,Diesel
592,Kia Seltos GTX,Kia,2021,1921000,20000,Petrol
593,Maruti Swift VXI,Maruti,2013,399000,39000,Petrol
594,Maruti Wagon R,Maruti,2017,465000,72000,Cng
595,Hyundai Creta 1.6,Hyundai,2017,1100000,63000,Diesel
596,Toyota Land Cruiser,Toyota,2015,9100000,90000,Diesel
597,BMW 3 Series,BMW,2016,2550000,66000,Diesel
598,Mercedes-Benz CLA 200,Mercedes-Benz,2016,1950000,27000,Petrol
599,Hyundai Verna 1.6,Hyundai,2016,650000,94000,Petrol
600,Hyundai Venue S,Hyundai,2019,890000,26000,Petrol
601,Hyundai Venue SX,Hyundai,2021,1125000,1199,Petrol
602,Mercedes-Benz GLE 250d,Mercedes-Benz,2016,3950000,51000,Diesel
603,Audi Q7 3.0,Audi,2013,1975000,83800,Diesel
604,Toyota Etios Cross,Toyota,2016,545000,75000,Diesel
605,Maruti Alto K10,Maruti,2012,225000,13000,Petrol
606,Maruti Swift Dzire,Maruti,2017,625000,43136,Petrol
607,Land Rover Range,Land,2020,7000000,18100,Diesel
608,Mercedes-Benz GLE 250d,Mercedes-Benz,2016,4250000,46000,Diesel
609,Volkswagen Polo Petrol,Volkswagen,2013,345000,32000,Petrol
610,BMW 3 Series,BMW,2014,1675000,50000,Diesel
611,Honda City i,Honda,2016,735000,58000,Petrol
612,Honda City VTEC,Honda,2006,158000,86108,Petrol
613,Nissan Micra XV,Nissan,2011,250000,55630,Petrol
614,Chevrolet Beat LS,Chevrolet,2010,134000,63723,Petrol
615,Volvo S60 D5,Volvo,2014,1325000,33000,Diesel
616,Maruti Wagon R,Maruti,2016,340000,75270,Cng
617,Hyundai i20 1.2,Hyundai,2011,264000,80502,Petrol
618,Fiat Linea 1.4,Fiat,2013,224000,39520,Petrol
619,Toyota Camry 2.5,Toyota,2017,1800000,38000,Petrol
620,Mahindra XUV500 W8,Mahindra,2012,463000,116509,Diesel
621,Audi A6 3.0,Audi,2012,1085000,76398,Diesel
622,BMW 3 Series,BMW,2017,2674000,36000,Diesel
623,Maruti Ciaz VDi,Maruti,2016,604000,64803,Diesel
624,Hyundai i20 1.2,Hyundai,2010,252000,34453,Petrol
625,Maruti Swift Dzire,Maruti,2017,575000,17348,Petrol
626,Audi Q5 2.0,Audi,2013,1465000,51000,Diesel
627,Honda City i,Honda,2014,565000,58000,Petrol
628,Tata Nexon 1.5,Tata,2018,600000,102732,Diesel
629,Nissan Sunny XL,Nissan,2013,400000,90592,Petrol
630,BMW X1 sDrive,BMW,2020,4375000,22000,Diesel
631,Tata Nexon EV,Tata,2022,1550000,10000,Electric
632,BMW 7 Series,BMW,2017,7250000,22000,Diesel
633,Tata Zest Revotron,Tata,2015,325000,65000,Petrol
634,Hyundai Tucson 2.0,Hyundai,2018,1625000,59000,Diesel
635,Honda Jazz 1.2,Honda,2015,495000,42306,Petrol
636,Maruti Swift Dzire,Maruti,2014,465000,26000,Petrol
637,Maruti A-Star Vxi,Maruti,2009,160000,71000,Petrol
638,Volkswagen Beetle 2.0,Volkswagen,2010,1175000,44000,Petrol
639,Land Rover Discovery,Land,2017,3700000,11000,Petrol
640,Honda Amaze VX,Honda,2015,470000,19062,Petrol
641,Honda WR-V i-VTEC,Honda,2018,835000,28000,Petrol
642,BMW X5 xDrive,BMW,2015,3200000,78000,Diesel
643,Hyundai Grand i10,Hyundai,2014,390000,28148,Petrol
644,Volkswagen Polo Diesel,Volkswagen,2013,398000,83634,Diesel
645,Maruti Ertiga BSIV,Maruti,2016,711000,36845,Petrol
646,Toyota Corolla Altis,Toyota,2015,781000,57000,Petrol
647,Hyundai Creta 1.6,Hyundai,2015,825000,43417,Petrol
648,Honda Amaze S,Honda,2019,775000,4800,Petrol
649,Maruti Ritz VXi,Maruti,2014,300000,58955,Petrol
650,Mercedes-Benz E-Class E250,Mercedes-Benz,2015,2025000,30000,Diesel
651,Hyundai Creta 1.6,Hyundai,2016,911000,45005,Petrol
652,Mahindra TUV 300,Mahindra,2016,599000,42032,Diesel
653,Honda Mobilio S,Honda,2014,436000,89653,Diesel
654,Ford Endeavour 3.2,Ford,2017,2650000,67000,Diesel
655,Maruti Ertiga VXI,Maruti,2014,625000,75765,Petrol
656,Honda CR-V 2.4L,Honda,2015,1250000,74007,Petrol
657,Mahindra XUV500 W8,Mahindra,2013,590000,63457,Diesel
658,Hyundai Verna 1.6,Hyundai,2016,625000,57000,Petrol
659,Maruti Ignis 1.2,Maruti,2017,375000,52217,Petrol
660,MG Hector Sharp,MG,2019,1595000,28000,Petrol
661,Honda City 1.5,Honda,2009,285000,69000,Petrol
662,Audi Q7 45,Audi,2016,4650000,75000,Diesel
663,Volkswagen Polo 1.5,Volkswagen,2014,393000,71033,Diesel
664,Maruti Swift Vdi,Maruti,2008,199000,92860,Diesel
665,BMW 3 Series,BMW,2013,1495000,48000,Diesel
666,Audi Q7 3.0,Audi,2013,2250000,76000,Diesel
667,Tata Nexon XZA,Tata,2020,1115000,26000,Petrol
668,Maruti Ertiga BSIV,Maruti,2016,699000,23000,Petrol
669,Honda City E,Honda,2012,300000,77132,Petrol
670,Skoda Rapid 1.5,Skoda,2015,575000,52000,Diesel
671,Hyundai Grand i10,Hyundai,2016,475000,30000,Petrol
672,Mahindra Scorpio S10,Mahindra,2016,1035000,58000,Diesel
673,Skoda New Laura,Skoda,2008,135000,118971,Diesel
674,Volkswagen Vento 1.2,Volkswagen,2016,624000,51000,Petrol
676,Honda City EXi,Honda,2008,165000,103000,Petrol
677,Toyota Etios Liva,Toyota,2014,349000,48150,Petrol
678,BMW 3 Series,BMW,2017,2050000,65000,Diesel
679,Maruti Swift 1.3,Maruti,2008,155000,78598,Petrol
680,Maruti Swift Dzire,Maruti,2016,515000,53633,Petrol
681,Mercedes-Benz E-Class E,Mercedes-Benz,2013,1511000,60000,Petrol
682,Honda City ZX,Honda,2021,1490000,6701,Petrol
683,Hyundai Creta 1.6,Hyundai,2017,994999,36000,Petrol
684,Toyota Fortuner 4x2,Toyota,2015,1950000,63000,Diesel
685,Toyota Corolla Altis,Toyota,2017,1000000,70000,Petrol
686,Volkswagen Vento Petrol,Volkswagen,2010,273000,71760,Petrol
687,Maruti Zen Estilo,Maruti,2008,145000,41000,Petrol
688,Skoda Octavia Elegance,Skoda,2014,913000,84612,Diesel
689,Mercedes-Benz E-Class E250,Mercedes-Benz,2015,1864999,70000,Diesel
690,Maruti Ciaz VDI,Maruti,2017,593000,124183,Diesel
691,Mahindra TUV 300,Mahindra,2015,765000,33647,Diesel
692,Maruti Swift VDI,Maruti,2014,434999,96000,Diesel
693,Mercedes-Benz C-Class C,Mercedes-Benz,2017,2925000,42000,Diesel
694,MG Hector Sharp,MG,2020,1725000,12800,Petrol
695,Hyundai i10 Magna,Hyundai,2009,200999,72504,Petrol
696,Maruti Wagon R,Maruti,2016,341000,47756,Cng
697,Toyota Land Cruiser,Toyota,2018,9500000,21000,Diesel
698,Maruti Celerio VXI,Maruti,2015,390000,80425,Petrol
699,Maruti Alto LXi,Maruti,2008,140000,41643,Petrol
700,Hyundai Verna 1.6,Hyundai,2011,375000,37125,Petrol
701,Honda City i,Honda,2015,570000,34511,Petrol
702,Hyundai Verna 1.6,Hyundai,2013,352000,87013,Petrol
703,Honda City 1.5,Honda,2010,271000,149232,Petrol
704,Volkswagen Vento Petrol,Volkswagen,2012,254000,82145,Petrol
705,Mahindra Thar AX,Mahindra,2020,1545000,28000,Diesel
706,Toyota Etios Liva,Toyota,2011,282000,75805,Diesel
707,Tata Nexon XZA,Tata,2022,1215000,13093,Petrol
708,Honda City i,Honda,2013,399000,47330,Petrol
709,Renault Duster Petrol,Renault,2018,881000,21000,Petrol
710,Toyota Fortuner 2.8,Toyota,2017,2929000,59000,Diesel
711,Honda Jazz 1.2,Honda,2017,550000,48230,Petrol
712,Maruti Wagon R,Maruti,2013,315000,69240,Petrol
713,Mahindra Thar LX,Mahindra,2021,1739999,18000,Diesel
714,Honda City i,Honda,2014,595000,79000,Petrol
715,Toyota Corolla Altis,Toyota,2011,350000,109100,Petrol
716,Maruti Ertiga BSIV,Maruti,2016,685000,33000,Petrol
717,Hyundai i20 Asta,Hyundai,2022,1000000,900,Petrol
718,Hyundai Creta 1.6,Hyundai,2016,765000,49000,Petrol
719,Honda City i,Honda,2015,580000,55000,Petrol
720,Maruti Baleno RS,Maruti,2017,636000,17700,Petrol
721,Toyota prado VX,Toyota,2007,1350000,90000,Petrol
722,Maruti Wagon R,Maruti,2009,180000,55700,Lpg
723,Honda Civic 1.8,Honda,2009,199000,102000,Petrol
724,Honda City 1.5,Honda,2010,275000,101000,Petrol
725,BMW 5 Series,BMW,2015,2200000,72000,Diesel
726,Hyundai Grand i10,Hyundai,2020,675000,39000,Petrol
727,Maruti Wagon R,Maruti,2015,385000,72000,Cng
728,Maruti Swift Dzire,Maruti,2009,190000,91717,Petrol
729,Maruti Wagon R,Maruti,2015,331000,60000,Petrol
730,Maruti Swift VXI,Maruti,2013,317000,61828,Petrol
731,Maruti Wagon R,Maruti,2012,238000,98554,Petrol
732,Maruti Ertiga ZXI,Maruti,2013,462000,112696,Petrol
733,Audi A3 35,Audi,2017,2950000,11000,Diesel
735,BMW 7 Series,BMW,2013,2418000,9329,Diesel
736,Skoda Rapid 1.5,Skoda,2017,666000,64419,Diesel
737,Mercedes-Benz M-Class ML,Mercedes-Benz,2013,2674000,68000,Diesel
738,Maruti Swift Dzire,Maruti,2016,563000,91892,Diesel
739,Hyundai i20 Asta,Hyundai,2015,479000,50827,Petrol
740,Maruti Baleno 1.2,Maruti,2015,553000,69167,Petrol
741,BMW 5 Series,BMW,2021,6575000,7000,Diesel
742,Maruti Wagon R,Maruti,2018,400000,25000,Cng
744,Kia Seltos HTE,Kia,2021,1182000,35343,Diesel
745,BMW 5 Series,BMW,2017,2950000,41000,Diesel
746,Maruti Wagon R,Maruti,2012,236000,100527,Petrol
747,Tata Nexon EV,Tata,2020,367000,54239,Electric
748,Renault KWID RXT,Renault,2018,313000,26457,Petrol
749,Audi Q7 3.0,Audi,2014,2174000,97000,Diesel
750,Maruti Ertiga VXI,Maruti,2014,486000,67231,Cng
751,Maruti Wagon R,Maruti,2008,121000,74228,Lpg
752,Maruti Celerio VXI,Maruti,2017,451000,55362,Cng
753,Hyundai Creta 1.6,Hyundai,2015,941000,58000,Diesel
754,Hyundai i10 Magna,Hyundai,2010,179000,80896,Petrol
755,Mahindra Thar LX,Mahindra,2021,1775000,36398,Diesel
756,Maruti Wagon R,Maruti,2014,375000,50227,Cng
757,Toyota Fortuner Legender,Toyota,2021,4445000,31000,Diesel
758,Maruti Baleno 1.2,Maruti,2016,695000,17359,Petrol
759,Skoda Slavia 1.0,Skoda,2022,1270000,2263,Petrol
760,Honda City i,Honda,2014,665000,81437,Petrol
761,Jaguar XF 2.2,Jaguar,2016,2474000,34000,Diesel
762,Mercedes-Benz E-Class E250,Mercedes-Benz,2014,1925000,80228,Diesel
763,Honda City i,Honda,2016,715000,65911,Diesel
764,Hyundai i20 Petrol,Hyundai,2018,795000,39898,Petrol
765,Audi S5 3.0,Audi,2018,6500000,11000,Petrol
766,Mahindra Bolero B4,Mahindra,2020,800000,25000,Diesel
767,Maruti Swift VXI,Maruti,2019,675000,10218,Petrol
768,Honda City 1.5,Honda,2009,305000,88119,Petrol
769,Audi A6 35,Audi,2017,2185000,64000,Diesel
770,Maruti Vitara Brezza,Maruti,2021,1008000,14572,Petrol
771,Nissan Sunny Diesel,Nissan,2014,421000,66512,Diesel
772,Hyundai Verna 1.6,Hyundai,2014,565000,66357,Petrol
773,Audi A6 3.0,Audi,2012,1165000,60000,Diesel
774,Toyota Innova 2.5,Toyota,2011,566000,91865,Diesel
775,Kia Seltos HTX,Kia,2020,1785000,31409,Diesel
776,Maruti SX4 Vxi,Maruti,2010,245000,76247,Petrol
777,Mercedes-Benz C-Class Progressive,Mercedes-Benz,2016,1911000,52000,Petrol
778,Honda City V,Honda,2011,361000,48267,Petrol
779,Honda City i,Honda,2017,944999,31441,Petrol
780,Hyundai i20 1.4,Hyundai,2011,365000,59564,Diesel
781,Honda CR-V 2.4L,Honda,2014,840000,80000,Petrol
782,Maruti SX4 ZXI,Maruti,2010,285000,65115,Petrol
783,Honda Jazz 1.2,Honda,2015,465000,46149,Petrol
784,Honda City V,Honda,2010,321000,65598,Petrol
785,Mercedes-Benz GLC 220d,Mercedes-Benz,2018,3575000,72000,Diesel
786,Renault Duster 110PS,Renault,2014,565000,72350,Diesel
787,Maruti Baleno 1.2,Maruti,2018,725000,18959,Petrol
788,Honda City V,Honda,2013,421000,80078,Petrol
789,Volkswagen Passat Diesel,Volkswagen,2011,650000,58000,Diesel
790,Hyundai Verna 1.6,Hyundai,2017,649000,49613,Petrol
791,Renault Duster 85PS,Renault,2019,830000,80002,Diesel
792,Nissan Kicks 1.3,Nissan,2020,980000,16194,Petrol
793,Honda City ZX,Honda,2020,1235000,55617,Petrol
794,Honda City i-VTEC,Honda,2019,940000,38409,Petrol
795,Honda Brio VX,Honda,2014,325000,68045,Petrol
796,Maruti Ciaz Alpha,Maruti,2019,926000,7342,Petrol
797,Honda City i-VTEC,Honda,2017,944999,27914,Petrol
798,Hyundai Venue SX,Hyundai,2021,1260000,8639,Petrol
799,Hyundai Venue SX,Hyundai,2021,1185000,11069,Petrol
800,Honda City i-VTEC,Honda,2018,969000,73971,Petrol
801,Honda Jazz 1.2,Honda,2017,515000,70379,Petrol
802,Hyundai Venue SX,Hyundai,2021,999000,19108,Petrol
803,Hyundai Verna VTVT,Hyundai,2018,899000,37842,Petrol
804,Toyota Innova 2.5,Toyota,2007,225000,120000,Diesel
805,Mercedes-Benz GLC 220d,Mercedes-Benz,2020,5650000,24000,Diesel
806,Jeep Compass 2.0,Jeep,2021,2500000,35500,Diesel
807,Mercedes-Benz GLC 200,Mercedes-Benz,2021,6100000,15000,Petrol
808,Jaguar F-Pace 2.0,Jaguar,2021,7400000,9900,Diesel
809,BMW X4 xDrive30i,BMW,2022,7450000,7600,Petrol
810,Honda City i-VTEC,Honda,2017,890000,57826,Petrol
811,Tata Nexon 1.5,Tata,2017,625000,91216,Diesel
812,Hyundai Venue SX,Hyundai,2021,999000,13731,Petrol
813,Honda City i-VTEC,Honda,2017,750000,60477,Petrol
814,Maruti Swift Dzire,Maruti,2017,639000,105911,Diesel
815,Hyundai Verna VTVT,Hyundai,2019,925000,18072,Petrol
816,Hyundai i20 1.2,Hyundai,2018,699000,53608,Petrol
817,Toyota Glanza G,Toyota,2021,799000,17790,Petrol
818,Hyundai Grand i10,Hyundai,2020,669000,24154,Petrol
819,Renault KWID RXT,Renault,2016,300000,24744,Petrol
820,Hyundai Grand i10,Hyundai,2020,578000,38985,Petrol
821,Maruti Ritz VXi,Maruti,2014,328000,41050,Petrol
822,Maruti Alto K10,Maruti,2017,368000,61714,Petrol
823,Maruti Vitara Brezza,Maruti,2020,874000,20092,Petrol
824,Nissan Magnite XV,Nissan,2021,676000,74811,Petrol
825,Maruti Ertiga ZXI,Maruti,2019,978999,8702,Petrol
